customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,tenure,customer_age,customer_birth_year,customer_year_month_name,customer_month_num,postcode,state,property_valuation,online_order,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,trans_month_name,trans_month_num,trans_week_num,AgeGroup
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,1.0,Solex,Standard,medium,medium,71.49,53.62,41245.0,July,7.0,27,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,0.0,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,August,8.0,34,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,0.0,WeareA2B,Standard,medium,medium,752.64,205.36,42218.0,August,8.0,34,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,0.0,OHM Cycles,Standard,medium,medium,912.52,141.4,42295.0,May,5.0,21,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,0.0,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,September,9.0,38,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,1.0,WeareA2B,Touring,medium,large,1362.99,57.74,34079.0,August,8.0,33,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,0.0,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527.0,June,6.0,24,40-49
75,Female,28.0,VP Product Management,Property,Mass Customer,No,19.0,45.0,1978.0,1978 July,07,2756.0,New South Wales,8.0,1.0,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,October,10.0,44,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,0.0,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560.0,December,12.0,51,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,1.0,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,May,5.0,20,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,1.0,OHM Cycles,Road,medium,medium,1280.28,829.51,42295.0,November,11.0,46,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,1.0,Solex,Standard,medium,medium,575.27,431.45,35160.0,December,12.0,52,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,0.0,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880.0,March,3.0,12,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,0.0,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698.0,March,3.0,12,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,0.0,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455.0,December,12.0,50,40-49
76,Female,20.0,Statistician II,Retail,High Net Worth,Yes,18.0,45.0,1978.0,1978 January,01,4213.0,QLD,9.0,0.0,Solex,Standard,medium,medium,71.49,53.62,41245.0,August,8.0,32,40-49
77,Male,79.0,Automation Specialist IV,Financial Services,Mass Customer,No,7.0,34.0,1989.0,1989 September,09,4170.0,QLD,5.0,0.0,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,September,9.0,38,30-39
77,Male,79.0,Automation Specialist IV,Financial Services,Mass Customer,No,7.0,34.0,1989.0,1989 September,09,4170.0,QLD,5.0,1.0,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,February,2.0,5,30-39
77,Male,79.0,Automation Specialist IV,Financial Services,Mass Customer,No,7.0,34.0,1989.0,1989 September,09,4170.0,QLD,5.0,1.0,Solex,Standard,medium,medium,1483.2,99.59,36146.0,May,5.0,19,30-39
78,Male,37.0,Business Systems Development Analyst,Argiculture,Affluent Customer,No,8.0,38.0,1985.0,1985 March,03,2153.0,New South Wales,9.0,1.0,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,June,6.0,22,30-39
78,Male,37.0,Business Systems Development Analyst,Argiculture,Affluent Customer,No,8.0,38.0,1985.0,1985 March,03,2153.0,New South Wales,9.0,0.0,Giant Bicycles,Standard,medium,large,569.56,528.43,37874.0,June,6.0,22,30-39
79,Female,76.0,Account Executive,Manufacturing,Mass Customer,No,18.0,55.0,1968.0,1968 October,10,2073.0,New South Wales,10.0,0.0,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,November,11.0,46,50-59
79,Female,76.0,Account Executive,Manufacturing,Mass Customer,No,18.0,55.0,1968.0,1968 October,10,2073.0,New South Wales,10.0,1.0,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,June,6.0,25,50-59
79,Female,76.0,Account Executive,Manufacturing,Mass Customer,No,18.0,55.0,1968.0,1968 October,10,2073.0,New South Wales,10.0,1.0,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,March,3.0,9,50-59
79,Female,76.0,Account Executive,Manufacturing,Mass Customer,No,18.0,55.0,1968.0,1968 October,10,2073.0,New South Wales,10.0,0.0,Solex,Standard,medium,medium,441.49,84.99,34071.0,March,3.0,11,50-59
79,Female,76.0,Account Executive,Manufacturing,Mass Customer,No,18.0,55.0,1968.0,1968 October,10,2073.0,New South Wales,10.0,0.0,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,February,2.0,8,50-59
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,December,12.0,48,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,Norco Bicycles,Mountain,low,small,688.63,612.88,34244.0,June,6.0,22,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,January,1.0,1,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,March,3.0,12,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,OHM Cycles,Road,medium,small,1810.0,1610.9,39526.0,July,7.0,26,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,0.0,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873.0,June,6.0,24,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,Trek Bicycles,Road,medium,large,1894.19,598.76,37823.0,May,5.0,19,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,OHM Cycles,Road,high,large,12.01,7.21,39880.0,April,4.0,14,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,Solex,Standard,high,large,1842.92,1105.75,34996.0,January,1.0,5,40-49
80,Male,11.0,Data Coordiator,Entertainment,Mass Customer,No,13.0,45.0,1978.0,1978 April,04,3561.0,VIC,1.0,1.0,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,May,5.0,21,40-49
82,Female,93.0,Software Test Engineer III,Property,High Net Worth,No,19.0,58.0,1965.0,1965 June,06,3977.0,VIC,8.0,0.0,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,October,10.0,41,50-59
82,Female,93.0,Software Test Engineer III,Property,High Net Worth,No,19.0,58.0,1965.0,1965 June,06,3977.0,VIC,8.0,1.0,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,February,2.0,8,50-59
82,Female,93.0,Software Test Engineer III,Property,High Net Worth,No,19.0,58.0,1965.0,1965 June,06,3977.0,VIC,8.0,1.0,WeareA2B,Standard,medium,medium,60.34,45.26,34165.0,March,3.0,13,50-59
82,Female,93.0,Software Test Engineer III,Property,High Net Worth,No,19.0,58.0,1965.0,1965 June,06,3977.0,VIC,8.0,1.0,WeareA2B,Touring,medium,medium,1466.68,363.25,41701.0,October,10.0,40,50-59
82,Female,93.0,Software Test Engineer III,Property,High Net Worth,No,19.0,58.0,1965.0,1965 June,06,3977.0,VIC,8.0,1.0,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,May,5.0,20,50-59
83,Male,97.0,Internal Auditor,IT,Mass Customer,Yes,18.0,56.0,1967.0,1967 February,02,2204.0,New South Wales,12.0,0.0,Trek Bicycles,Road,low,medium,980.37,234.43,38258.0,October,10.0,41,50-59
83,Male,97.0,Internal Auditor,IT,Mass Customer,Yes,18.0,56.0,1967.0,1967 February,02,2204.0,New South Wales,12.0,1.0,Giant Bicycles,Standard,high,medium,1179.0,707.4,37626.0,July,7.0,30,50-59
83,Male,97.0,Internal Auditor,IT,Mass Customer,Yes,18.0,56.0,1967.0,1967 February,02,2204.0,New South Wales,12.0,0.0,Solex,Standard,medium,medium,575.27,431.45,39880.0,February,2.0,7,50-59
83,Male,97.0,Internal Auditor,IT,Mass Customer,Yes,18.0,56.0,1967.0,1967 February,02,2204.0,New South Wales,12.0,0.0,OHM Cycles,Standard,high,medium,227.88,136.73,38258.0,March,3.0,10,50-59
83,Male,97.0,Internal Auditor,IT,Mass Customer,Yes,18.0,56.0,1967.0,1967 February,02,2204.0,New South Wales,12.0,1.0,Norco Bicycles,Standard,low,medium,958.74,748.9,35160.0,May,5.0,18,50-59
83,Male,97.0,Internal Auditor,IT,Mass Customer,Yes,18.0,56.0,1967.0,1967 February,02,2204.0,New South Wales,12.0,1.0,Norco Bicycles,Road,medium,medium,543.39,407.54,33552.0,January,1.0,3,50-59
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,1.0,OHM Cycles,Standard,low,medium,71.16,56.93,38647.0,June,6.0,25,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,1.0,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668.0,July,7.0,30,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,0.0,Trek Bicycles,Mountain,low,medium,574.64,459.71,38216.0,November,11.0,48,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,0.0,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,November,11.0,45,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,0.0,WeareA2B,Standard,medium,medium,1065.03,230.09,41434.0,June,6.0,24,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,1.0,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165.0,December,12.0,52,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,0.0,Giant Bicycles,Standard,medium,large,569.56,528.43,33364.0,July,7.0,27,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,1.0,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698.0,January,1.0,4,30-39
86,Male,75.0,Occupational Therapist,Health,High Net Worth,Yes,7.0,34.0,1989.0,1989 March,03,2075.0,New South Wales,11.0,0.0,Trek Bicycles,Road,low,small,1720.7,1531.42,41009.0,November,11.0,47,30-39
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,1.0,Norco Bicycles,Road,medium,medium,544.05,376.84,38647.0,November,11.0,45,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,1.0,Solex,Standard,medium,large,1071.23,380.74,35160.0,July,7.0,29,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,0.0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,January,1.0,3,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,0.0,Solex,Standard,medium,large,1061.56,733.58,34170.0,September,9.0,38,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,0.0,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334.0,January,1.0,4,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,0.0,WeareA2B,Standard,medium,medium,1065.03,230.09,36833.0,April,4.0,14,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,1.0,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337.0,December,12.0,50,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,1.0,Trek Bicycles,Standard,high,medium,495.72,297.43,42105.0,July,7.0,29,40-49
87,Male,78.0,Editor,Financial Services,Mass Customer,No,8.0,49.0,1974.0,1974 April,04,2038.0,New South Wales,12.0,1.0,WeareA2B,Standard,medium,medium,1228.07,400.91,36668.0,October,10.0,43,40-49
88,Female,41.0,Help Desk Operator,Property,High Net Worth,Yes,7.0,57.0,1966.0,1966 February,02,2069.0,New South Wales,12.0,0.0,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,June,6.0,24,50-59
88,Female,41.0,Help Desk Operator,Property,High Net Worth,Yes,7.0,57.0,1966.0,1966 February,02,2069.0,New South Wales,12.0,1.0,Norco Bicycles,Road,high,large,774.53,464.72,40336.0,September,9.0,37,50-59
88,Female,41.0,Help Desk Operator,Property,High Net Worth,Yes,7.0,57.0,1966.0,1966 February,02,2069.0,New South Wales,12.0,0.0,Giant Bicycles,Standard,high,medium,1179.0,707.4,36145.0,October,10.0,42,50-59
88,Female,41.0,Help Desk Operator,Property,High Net Worth,Yes,7.0,57.0,1966.0,1966 February,02,2069.0,New South Wales,12.0,1.0,OHM Cycles,Standard,low,medium,1793.43,248.82,36361.0,August,8.0,31,50-59
88,Female,41.0,Help Desk Operator,Property,High Net Worth,Yes,7.0,57.0,1966.0,1966 February,02,2069.0,New South Wales,12.0,0.0,OHM Cycles,Standard,low,medium,71.16,56.93,34143.0,March,3.0,10,50-59
88,Female,41.0,Help Desk Operator,Property,High Net Worth,Yes,7.0,57.0,1966.0,1966 February,02,2069.0,New South Wales,12.0,0.0,OHM Cycles,Road,high,large,12.01,7.21,34115.0,July,7.0,28,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,0.0,Solex,Standard,medium,large,1061.56,733.58,42145.0,October,10.0,43,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,0.0,WeareA2B,Standard,medium,small,1415.01,1259.36,37626.0,February,2.0,7,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,1.0,Solex,Standard,medium,medium,441.49,84.99,38991.0,March,3.0,12,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,0.0,WeareA2B,Standard,medium,medium,1992.93,762.63,37698.0,December,12.0,50,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,1.0,WeareA2B,Touring,medium,large,1362.99,57.74,42458.0,December,12.0,52,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,1.0,Solex,Road,medium,small,1703.52,1516.13,38216.0,November,11.0,46,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,0.0,Solex,Standard,medium,medium,1945.43,333.18,41922.0,October,10.0,43,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,December,12.0,48,50-59
89,Male,74.0,Speech Pathologist,Health,Mass Customer,Yes,14.0,56.0,1967.0,1967 January,01,2100.0,New South Wales,11.0,1.0,WeareA2B,Standard,medium,small,1415.01,1259.36,41434.0,December,12.0,50,50-59
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,0.0,WeareA2B,Standard,medium,medium,1762.96,950.52,41848.0,August,8.0,31,30-39
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,1.0,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556.0,March,3.0,10,30-39
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,0.0,Norco Bicycles,Standard,medium,small,1216.14,1082.36,33455.0,July,7.0,28,30-39
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,1.0,Solex,Standard,low,medium,945.04,507.58,35052.0,March,3.0,12,30-39
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,0.0,Norco Bicycles,Road,medium,medium,543.39,407.54,42696.0,August,8.0,33,30-39
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,0.0,Solex,Road,medium,large,1777.8,820.78,40670.0,March,3.0,10,30-39
90,Male,76.0,Quality Control Specialist,Manufacturing,Mass Customer,No,11.0,39.0,1984.0,1984 November,11,2233.0,New South Wales,10.0,0.0,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,November,11.0,48,30-39
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,1.0,WeareA2B,Standard,medium,medium,1231.15,161.6,41345.0,December,12.0,51,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,1.0,Solex,Standard,medium,medium,71.49,53.62,41167.0,April,4.0,15,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,0.0,Giant Bicycles,Standard,high,medium,1274.93,764.96,34586.0,July,7.0,30,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,0.0,Solex,Standard,medium,medium,441.49,84.99,37668.0,November,11.0,47,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,1.0,Solex,Standard,high,medium,1024.66,614.8,34244.0,April,4.0,16,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,0.0,WeareA2B,Touring,medium,large,1890.39,260.14,42172.0,December,12.0,50,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,0.0,Trek Bicycles,Road,low,medium,980.37,234.43,39298.0,July,7.0,30,60-69
91,Male,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,17.0,68.0,1955.0,1955 February,02,2166.0,New South Wales,9.0,0.0,Solex,Standard,medium,medium,1151.96,649.49,41848.0,July,7.0,30,60-69
92,Female,98.0,Recruiting Manager,Health,Mass Customer,No,12.0,43.0,1980.0,1980 September,09,3133.0,VIC,10.0,0.0,Trek Bicycles,Standard,medium,large,2091.47,388.92,36361.0,November,11.0,47,40-49
92,Female,98.0,Recruiting Manager,Health,Mass Customer,No,12.0,43.0,1980.0,1980 September,09,3133.0,VIC,10.0,1.0,WeareA2B,Standard,medium,medium,1231.15,161.6,34170.0,November,11.0,46,40-49
92,Female,98.0,Recruiting Manager,Health,Mass Customer,No,12.0,43.0,1980.0,1980 September,09,3133.0,VIC,10.0,1.0,Trek Bicycles,Standard,medium,small,1775.81,1580.47,41701.0,January,1.0,2,40-49
93,Male,63.0,Project Manager,Retail,Mass Customer,Yes,10.0,47.0,1976.0,1976 July,07,3070.0,VIC,10.0,0.0,OHM Cycles,Standard,high,medium,2005.66,1203.4,40672.0,October,10.0,41,40-49
93,Male,63.0,Project Manager,Retail,Mass Customer,Yes,10.0,47.0,1976.0,1976 July,07,3070.0,VIC,10.0,1.0,Trek Bicycles,Standard,medium,large,2091.47,388.92,34170.0,August,8.0,34,40-49
93,Male,63.0,Project Manager,Retail,Mass Customer,Yes,10.0,47.0,1976.0,1976 July,07,3070.0,VIC,10.0,1.0,Giant Bicycles,Standard,high,medium,1179.0,707.4,34586.0,January,1.0,5,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,1.0,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,September,9.0,36,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,November,11.0,48,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,1.0,Solex,Standard,medium,medium,441.49,84.99,34071.0,November,11.0,48,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,0.0,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,September,9.0,37,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,0.0,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838.0,August,8.0,33,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,0.0,Solex,Standard,medium,medium,1483.2,99.59,36146.0,November,11.0,46,40-49
94,Male,33.0,Civil Engineer,Manufacturing,Mass Customer,No,21.0,49.0,1974.0,1974 August,08,2777.0,New South Wales,7.0,0.0,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,October,10.0,41,40-49
95,Female,67.0,Software Engineer III,Manufacturing,Affluent Customer,Yes,8.0,62.0,1960.0,1960 December,12,3133.0,VIC,10.0,0.0,OHM Cycles,Standard,medium,medium,912.52,141.4,42145.0,October,10.0,44,60-69
95,Female,67.0,Software Engineer III,Manufacturing,Affluent Customer,Yes,8.0,62.0,1960.0,1960 December,12,3133.0,VIC,10.0,0.0,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,November,11.0,47,60-69
95,Female,67.0,Software Engineer III,Manufacturing,Affluent Customer,Yes,8.0,62.0,1960.0,1960 December,12,3133.0,VIC,10.0,0.0,WeareA2B,Standard,low,medium,642.31,513.85,37873.0,September,9.0,37,60-69
95,Female,67.0,Software Engineer III,Manufacturing,Affluent Customer,Yes,8.0,62.0,1960.0,1960 December,12,3133.0,VIC,10.0,1.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,June,6.0,23,60-69
96,Male,33.0,Nuclear Power Engineer,Manufacturing,Mass Customer,No,15.0,55.0,1968.0,1968 August,08,2125.0,New South Wales,11.0,0.0,OHM Cycles,Road,medium,medium,1280.28,829.51,37220.0,January,1.0,1,50-59
96,Male,33.0,Nuclear Power Engineer,Manufacturing,Mass Customer,No,15.0,55.0,1968.0,1968 August,08,2125.0,New South Wales,11.0,1.0,Solex,Standard,medium,large,1061.56,733.58,34170.0,February,2.0,7,50-59
96,Male,33.0,Nuclear Power Engineer,Manufacturing,Mass Customer,No,15.0,55.0,1968.0,1968 August,08,2125.0,New South Wales,11.0,0.0,Solex,Standard,medium,medium,441.49,84.99,34071.0,October,10.0,42,50-59
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,1.0,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37874.0,May,5.0,22,40-49
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,1.0,Trek Bicycles,Road,medium,large,1894.19,598.76,34143.0,May,5.0,21,40-49
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,41167.0,September,9.0,38,40-49
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,1.0,Giant Bicycles,Road,low,small,590.26,525.33,40410.0,May,5.0,21,40-49
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,0.0,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,January,1.0,1,40-49
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,1.0,Trek Bicycles,Road,medium,medium,533.51,400.13,41064.0,April,4.0,17,40-49
97,Male,16.0,Community Outreach Specialist,Financial Services,Mass Customer,Yes,10.0,44.0,1979.0,1979 July,07,2766.0,New South Wales,8.0,0.0,OHM Cycles,Standard,medium,medium,235.63,125.07,36145.0,July,7.0,30,40-49
